state,constituency,candidate_name,party,num_votes,total_votes,perc_votes,rank,won
Andhra Pradesh,Ichchapuram,ASHOK BENDALAM,Telugu Desam,79992,172423,0.4639,1,1
Andhra Pradesh,Ichchapuram,PIRIYA SAIRAJ,Yuvajana Sramika Rythu Congress Party,72847,172423,0.4225,2,0
Andhra Pradesh,Ichchapuram,DASARI RAJU,Janasena Party,11123,172423,0.0645,3,0
Andhra Pradesh,Ichchapuram,NOTA,None of the Above,3880,172423,0.0225,4,0
Andhra Pradesh,Ichchapuram,ESWARA RAO KOLLI,Indian National Congress,2138,172423,0.0124,5,0
Andhra Pradesh,Ichchapuram,JANNALA SURYAVARA PRASADA RAO,Bharatiya Janata Party,1826,172423,0.0106,6,0
Andhra Pradesh,Ichchapuram,GANAPA VANAJAKSHI,Independent,617,172423,0.0036,7,0
Andhra Pradesh,Palasa,APPALARAJU SEEDIRI,Yuvajana Sramika Rythu Congress Party,76603,150691,0.5083,1,1
Andhra Pradesh,Palasa,GOUTHU SIREESHA,Telugu Desam,60356,150691,0.4005,2,0
Andhra Pradesh,Palasa,KOTHA PURNACHANDRA RAO,Janasena Party,6133,150691,0.0407,3,0
Andhra Pradesh,Palasa,NOTA,None of the Above,3044,150691,0.0202,4,0
Andhra Pradesh,Palasa,KORRAYI BALAKRISHNA,Bharatiya Janata Party,1574,150691,0.0104,5,0
Andhra Pradesh,Palasa,MAJJI SARADA,Indian National Congress,1255,150691,0.0083,6,0
Andhra Pradesh,Palasa,DUNNA VASUDEVU,Independent,639,150691,0.0042,7,0
Andhra Pradesh,Palasa,MANOJ NALANAGULA,Independent,392,150691,0.0026,8,0
Andhra Pradesh,Palasa,KAMESWARA RAO POTHANAPALLI,Communist Party of India  (Marxist-Leninist)  (Liberation),369,150691,0.0024,9,0
Andhra Pradesh,Palasa,MAMIDI PRASAD,Independent,326,150691,0.0022,10,0
Andhra Pradesh,Tekkali,ATCHANNAIDU KINJARAPU,Telugu Desam,87658,176583,0.4964,1,1
Andhra Pradesh,Tekkali,PERADA TILAK,Yuvajana Sramika Rythu Congress Party,79113,176583,0.448,2,0
Andhra Pradesh,Tekkali,NOTA,None of the Above,2935,176583,0.0166,3,0
Andhra Pradesh,Tekkali,Kaniti Kiran Kumar,Janasena Party,2806,176583,0.0159,4,0
Andhra Pradesh,Tekkali,Chintada Dileep Kumar,Indian National Congress,1743,176583,0.0099,5,0
Andhra Pradesh,Tekkali,HANUMANTHU UDAY BHASKAR,Bharatiya Janata Party,929,176583,0.0053,6,0
Andhra Pradesh,Tekkali,Ramu Geddevalasa,Independent,614,176583,0.0035,7,0
Andhra Pradesh,Tekkali,Gutla Kanchana,Independent,569,176583,0.0032,8,0
Andhra Pradesh,Tekkali,Chandrasekhara Patnaik,All India Forward Bloc,216,176583,0.0012,9,0
Andhra Pradesh,Pathapatnam,REDDY SHANTHI,Yuvajana Sramika Rythu Congress Party,76941,152599,0.5042,1,1
Andhra Pradesh,Pathapatnam,KALAMATA VENKATA RAMANA MURTHY,Telugu Desam,61390,152599,0.4023,2,0
Andhra Pradesh,Pathapatnam,GEDELA GYANA SAGAR,Janasena Party,5508,152599,0.0361,3,0
Andhra Pradesh,Pathapatnam,NOTA,None of the Above,4217,152599,0.0276,4,0
Andhra Pradesh,Pathapatnam,BANNA RAMU,Indian National Congress,1702,152599,0.0112,5,0
Andhra Pradesh,Pathapatnam,RAGHAVA RAO SALANA,Bharatiya Janata Party,1450,152599,0.0095,6,0
Andhra Pradesh,Pathapatnam,KANTUBHUKTA BHASKARA RAO,Andhra Chaitanya Party,526,152599,0.0034,7,0
Andhra Pradesh,Pathapatnam,MULLETI SRINIVAS ACHARI,Independent,521,152599,0.0034,8,0
Andhra Pradesh,Pathapatnam,BHASKARARAO BODDEPALLI,Independent,344,152599,0.0023,9,0
Andhra Pradesh,Srikakulam,DHARMANA PRASADA RAO,Yuvajana Sramika Rythu Congress Party,84084,177297,0.4743,1,1
Andhra Pradesh,Srikakulam,GUNDA LAKSHMI DEVI,Telugu Desam,78307,177297,0.4417,2,0
Andhra Pradesh,Srikakulam,KORADA SARVESWARA RAO,Janasena Party,7557,177297,0.0426,3,0
Andhra Pradesh,Srikakulam,NOTA,None of the Above,3082,177297,0.0174,4,0
Andhra Pradesh,Srikakulam,CHOWDARI SATISH,Indian National Congress,1827,177297,0.0103,5,0
Andhra Pradesh,Srikakulam,CHALLA VENKATESWARA RAO,Bharatiya Janata Party,1340,177297,0.0076,6,0
Andhra Pradesh,Srikakulam,MYLAPILLI TEJU,Independent,533,177297,0.003,7,0
Andhra Pradesh,Srikakulam,RAGOLU NAGA SIVA,Jana Jagruti Party,305,177297,0.0017,8,0
Andhra Pradesh,Srikakulam,MAHESH A,Pyramid Party of India,262,177297,0.0015,9,0
Andhra Pradesh,Amadalavalasa,THAMMINENI SEETHARAM,Yuvajana Sramika Rythu Congress Party,77897,150071,0.5191,1,1
Andhra Pradesh,Amadalavalasa,KOONA RAVIKUMAR,Telugu Desam,63906,150071,0.4258,2,0
Andhra Pradesh,Amadalavalasa,PEDADA RAMAMOHANA RAO,Janasena Party,3280,150071,0.0219,3,0
Andhra Pradesh,Amadalavalasa,NOTA,None of the Above,2656,150071,0.0177,4,0
Andhra Pradesh,Amadalavalasa,BODDEPALLI SATYAVATHI,Indian National Congress,993,150071,0.0066,5,0
Andhra Pradesh,Amadalavalasa,GADDAYYA PATINI,Bharatiya Janata Party,956,150071,0.0064,6,0
Andhra Pradesh,Amadalavalasa,SATEESHKUMAR TULUGU,Independent,383,150071,0.0026,7,0
Andhra Pradesh,Etcherla,Gorle. Kiran Kumar,Yuvajana Sramika Rythu Congress Party,99672,195372,0.5102,1,1
Andhra Pradesh,Etcherla,Kalavenkata Rao Kimidi,Telugu Desam,80961,195372,0.4144,2,0
Andhra Pradesh,Etcherla,Badana. Venkata Janardhana Rao,Janasena Party,5068,195372,0.0259,3,0
Andhra Pradesh,Etcherla,NOTA,None of the Above,4628,195372,0.0237,4,0
Andhra Pradesh,Etcherla,Kottakotla Simhadri Naidu,Indian National Congress,2135,195372,0.0109,5,0
Andhra Pradesh,Etcherla,Rokkam. Suryaprakash Rao,Bharatiya Janata Party,1022,195372,0.0052,6,0
Andhra Pradesh,Etcherla,Mahanthi. Satyanarayana.,Independent,782,195372,0.004,7,0
Andhra Pradesh,Etcherla,Mudili Venkata Ramana,Independent,640,195372,0.0033,8,0
Andhra Pradesh,Etcherla,Ananth Mahanthi,Independent,269,195372,0.0014,9,0
Andhra Pradesh,Etcherla,Kari. Siva Rao,Pyramid Party of India,195,195372,0.001,10,0
Andhra Pradesh,Narasannapeta,DHARMANA KRISHNA DAS,Yuvajana Sramika Rythu Congress Party,85622,165449,0.5175,1,1
Andhra Pradesh,Narasannapeta,Baggu Ramana Murthy,Telugu Desam,66597,165449,0.4025,2,0
Andhra Pradesh,Narasannapeta,Dola Udayabhaskara Rao,Indian National Congress,5235,165449,0.0316,3,0
Andhra Pradesh,Narasannapeta,NOTA,None of the Above,3485,165449,0.0211,4,0
Andhra Pradesh,Narasannapeta,Metta Vaikunta Rao,Janasena Party,2373,165449,0.0143,5,0
Andhra Pradesh,Narasannapeta,Reddi Bhagya Lakshmi,Bharatiya Janata Party,758,165449,0.0046,6,0
Andhra Pradesh,Narasannapeta,Satya Tadi,Independent,451,165449,0.0027,7,0
Andhra Pradesh,Narasannapeta,Dandupati Koteshwar Rao,Jana Jagruti Party,334,165449,0.002,8,0
Andhra Pradesh,Narasannapeta,Bheri Venkata Ramana,Independent,339,165449,0.002,9,0
Andhra Pradesh,Narasannapeta,Naidugari Rajasekhar,Independent,255,165449,0.0015,10,0
Andhra Pradesh,Rajam (SC),KAMBALA JOGULU,Yuvajana Sramika Rythu Congress Party,83561,162534,0.5141,1,1
Andhra Pradesh,Rajam (SC),KONDRU MURALI MOHAN,Telugu Desam,66713,162534,0.4105,2,0
Andhra Pradesh,Rajam (SC),MUTCHA SRINIVASA RAO,Janasena Party,4987,162534,0.0307,3,0
Andhra Pradesh,Rajam (SC),NOTA,None of the Above,3587,162534,0.0221,4,0
Andhra Pradesh,Rajam (SC),KAMBALA RAJAVARDHANA,Indian National Congress,2214,162534,0.0136,5,0
Andhra Pradesh,Rajam (SC),CHAITANYA KUMAR MANNENA,Bharatiya Janata Party,967,162534,0.0059,6,0
Andhra Pradesh,Rajam (SC),MANNENA RAMESH,Praja Shanthi Party,505,162534,0.0031,7,0
Andhra Pradesh,Palakonda  (ST),VISWASARAYI KALAVATHI,Yuvajana Sramika Rythu Congress Party,72054,136712,0.527,1,1
Andhra Pradesh,Palakonda  (ST),JAYAKRISHNA NIMMAKA,Telugu Desam,54074,136712,0.3955,2,0
Andhra Pradesh,Palakonda  (ST),NOTA,None of the Above,3548,136712,0.026,3,0
Andhra Pradesh,Palakonda  (ST),DVG SANKARA RAO,Communist Party of India,3343,136712,0.0245,4,0
Andhra Pradesh,Palakonda  (ST),SUNEETHA THADANGI,Bharatiya Janata Party,1169,136712,0.0086,5,0
Andhra Pradesh,Palakonda  (ST),H. PRASAD RAO,Indian National Congress,1001,136712,0.0073,6,0
Andhra Pradesh,Palakonda  (ST),ARIKA KRISHNA RAO,Independent,791,136712,0.0058,7,0
Andhra Pradesh,Palakonda  (ST),GANGAMMA SAVARA,Independent,732,136712,0.0054,8,0
Andhra Pradesh,Kurupam,PUSHPASREEVANI . PAMULA,Yuvajana Sramika Rythu Congress Party,74527,143258,0.5202,1,1
Andhra Pradesh,Kurupam,VEERA VARA THODRAMAL NARA SIMHA PRIYA THATRAJ,Telugu Desam,47925,143258,0.3345,2,0
Andhra Pradesh,Kurupam,AVINASH KUMAR KOLAKA,Communist Party of India  (Marxist),8605,143258,0.0601,3,0
Andhra Pradesh,Kurupam,NOTA,None of the Above,4535,143258,0.0317,4,0
Andhra Pradesh,Kurupam,NIMMAKA. JAYARAJU.,Bharatiya Janata Party,4204,143258,0.0293,5,0
Andhra Pradesh,Kurupam,NIMMAKA SIMHACHALAM,Indian National Congress,2204,143258,0.0154,6,0
Andhra Pradesh,Kurupam,NIMMAKA VASUDEVARAO,Independent,1258,143258,0.0088,7,0
Andhra Pradesh,Parvathipuram,ALAJANGI JOGARAO,Yuvajana Sramika Rythu Congress Party,75304,140675,0.5353,1,1
Andhra Pradesh,Parvathipuram,Bobbili Chiranjeevulu,Telugu Desam,51105,140675,0.3633,2,0
Andhra Pradesh,Parvathipuram,GONGADA GOWRI SANKARA RAO,Janasena Party,6609,140675,0.047,3,0
Andhra Pradesh,Parvathipuram,NOTA,None of the Above,3521,140675,0.025,4,0
Andhra Pradesh,Parvathipuram,RAMUDU HARIYALA,Indian National Congress,1970,140675,0.014,5,0
Andhra Pradesh,Parvathipuram,SURAGALA UMA MAHESWARA RAO,Bharatiya Janata Party,986,140675,0.007,6,0
Andhra Pradesh,Parvathipuram,JAYARATNA KUMAR SAILA,Independent,715,140675,0.0051,7,0
Andhra Pradesh,Parvathipuram,HARIYALA PRAMEELA,Independent,465,140675,0.0033,8,0
Andhra Pradesh,Salur,PEEDIKA. RAJANNA DORA,Yuvajana Sramika Rythu Congress Party,78430,151713,0.517,1,1
Andhra Pradesh,Salur,R. P. BHANJ DEO,Telugu Desam,58401,151713,0.3849,2,0
Andhra Pradesh,Salur,NOTA,None of the Above,4874,151713,0.0321,3,0
Andhra Pradesh,Salur,BONELA. GOVINDAMMA,Janasena Party,3308,151713,0.0218,4,0
Andhra Pradesh,Salur,KONDAGORRI. UDAY KUMAR,Bharatiya Janata Party,3268,151713,0.0215,5,0
Andhra Pradesh,Salur,RAYALA. SUNDARA RAO,Indian National Congress,1737,151713,0.0114,6,0
Andhra Pradesh,Salur,LACHAYYA. TELUGU,Independent,836,151713,0.0055,7,0
Andhra Pradesh,Salur,M. PARAMMA,Independent,498,151713,0.0033,8,0
Andhra Pradesh,Salur,JANNI. SIMHACHALAM,Independent,361,151713,0.0024,9,0
Andhra Pradesh,Bobbili,SAMBANGI VENKATACHINA APPALA NAIDU,Yuvajana Sramika Rythu Congress Party,84955,174457,0.487,1,1
Andhra Pradesh,Bobbili,VENKATA SUJAY KRISHNA RANGA RAO RAVU,Telugu Desam,76603,174457,0.4391,2,0
Andhra Pradesh,Bobbili,APPALASWAMY.GIRADA,Janasena Party,4233,174457,0.0243,3,0
Andhra Pradesh,Bobbili,DWARAPUREDDI RAMA MOHANA RAO,Bharatiya Janata Party,3125,174457,0.0179,4,0
Andhra Pradesh,Bobbili,NOTA,None of the Above,3031,174457,0.0174,5,0
Andhra Pradesh,Bobbili,Dr. NARAYANA RAO VENGALA,Indian National Congress,2148,174457,0.0123,6,0
Andhra Pradesh,Bobbili,AYIKA. GNANESWARA RAO,Pyramid Party of India,362,174457,0.0021,7,0
Andhra Pradesh,Cheepurupalli,BOTCHA SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,89262,165883,0.5381,1,1
Andhra Pradesh,Cheepurupalli,NAGARJUNA KIMIDI,Telugu Desam,62764,165883,0.3784,2,0
Andhra Pradesh,Cheepurupalli,ADINARAYANA JAMMU,Indian National Congress,4562,165883,0.0275,3,0
Andhra Pradesh,Cheepurupalli,MYLIPILLI SRINIVASA RAO,Janasena Party,3659,165883,0.0221,4,0
Andhra Pradesh,Cheepurupalli,NOTA,None of the Above,3353,165883,0.0202,5,0
Andhra Pradesh,Cheepurupalli,SHANKAR LAL SHARMA DHANDU,Bharatiya Janata Party,1055,165883,0.0064,6,0
Andhra Pradesh,Cheepurupalli,LANDA RAJA BABU,India Praja Bandhu Party,631,165883,0.0038,7,0
Andhra Pradesh,Cheepurupalli,VENKATARAO DARIMIREDDI,Jana Jagruti Party,425,165883,0.0026,8,0
Andhra Pradesh,Cheepurupalli,AMARA SREEDEVI,Pyramid Party of India,172,165883,0.001,9,0
Andhra Pradesh,Gajapathinagaram,APPALANARASAYYA BOTCHA,Yuvajana Sramika Rythu Congress Party,93270,172331,0.5412,1,1
Andhra Pradesh,Gajapathinagaram,APPALA NAIDU KONDAPALLI,Telugu Desam,66259,172331,0.3845,2,0
Andhra Pradesh,Gajapathinagaram,NOTA,None of the Above,4638,172331,0.0269,3,0
Andhra Pradesh,Gajapathinagaram,RAJEEV KUMAR TALACHUTLA,Janasena Party,3921,172331,0.0228,4,0
Andhra Pradesh,Gajapathinagaram,JAGAN MOHAN RAO PEDDINTI,Bharatiya Janata Party,1271,172331,0.0074,5,0
Andhra Pradesh,Gajapathinagaram,BOBBILI SRINU,Indian National Congress,1220,172331,0.0071,6,0
Andhra Pradesh,Gajapathinagaram,SREENIVASA RAO KOMMINENI,Independent,939,172331,0.0054,7,0
Andhra Pradesh,Gajapathinagaram,VALLURI GAYATHRI,Pyramid Party of India,308,172331,0.0018,8,0
Andhra Pradesh,Gajapathinagaram,KANTUBUKTHA SUNITHA,Andhra Chaitanya Party,293,172331,0.0017,9,0
Andhra Pradesh,Gajapathinagaram,GANIVADA PRASANNAKUMAR,Jana Jagruti Party,212,172331,0.0012,10,0
Andhra Pradesh,Nellimarla,APPALA NAIDU BADDUKONDA,Yuvajana Sramika Rythu Congress Party,94258,177463,0.5311,1,1
Andhra Pradesh,Nellimarla,NARAYANASWAMY NAIDU PATHIVADA,Telugu Desam,66207,177463,0.3731,2,0
Andhra Pradesh,Nellimarla,NAGA MADHAVI LOKAM,Janasena Party,7633,177463,0.043,3,0
Andhra Pradesh,Nellimarla,NOTA,None of the Above,4766,177463,0.0269,4,0
Andhra Pradesh,Nellimarla,RAMESH KUMAR SARAGADA,Indian National Congress,1397,177463,0.0079,5,0
