state,constituency,candidate_name,party,num_votes,total_votes,perc_votes,rank,won
Andhra Pradesh,Guntur West,AKULA. YEDUKONDALU,Independent,110,174645,0.0006,18,0
Andhra Pradesh,Guntur West,INDLA. SUNNY DEOL,Independent,87,174645,0.0005,19,0
Andhra Pradesh,Guntur West,SIVAJI KANCHIBHOTLA,Independent,85,174645,0.0005,20,0
Andhra Pradesh,Guntur West,SANGATI SRINIVASA REDDY,Independent,80,174645,0.0005,21,0
Andhra Pradesh,Guntur West,SAYYAD MEHABOOBI,Independent,94,174645,0.0005,22,0
Andhra Pradesh,Guntur West,TANNIRU. SURESH BABU,Independent,63,174645,0.0004,23,0
Andhra Pradesh,Guntur West,R. TRIKOTESWARA RAO,Jai Hindustan Party,52,174645,0.0003,24,0
Andhra Pradesh,Guntur West,VITTALADEVUNI GANESH KUMAR,Navataram Party,46,174645,0.0003,25,0
Andhra Pradesh,Guntur West,BALAJI SINGH RAJAPUTRA,Independent,56,174645,0.0003,26,0
Andhra Pradesh,Guntur West,RAHEEM SK,Independent,57,174645,0.0003,27,0
Andhra Pradesh,Guntur West,KONDRAJU SANTHI BHARATH,Republican Party of India (A),35,174645,0.0002,28,0
Andhra Pradesh,Guntur West,M. BASAVARAJU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),35,174645,0.0002,29,0
Andhra Pradesh,Guntur West,GANGARAJU DINAKAR,Independent,37,174645,0.0002,30,0
Andhra Pradesh,Guntur West,NARASIMHA RAO SATTENAPALLI,Independent,31,174645,0.0002,31,0
Andhra Pradesh,Guntur West,P.N.V. PAVAN KUMAR,Independent,27,174645,0.0002,32,0
Andhra Pradesh,Guntur West,SHAIK. RAFI,Independent,32,174645,0.0002,33,0
Andhra Pradesh,Guntur West,NALLAKA VIJAYA RAJU,Navodayam Party,21,174645,0.0001,34,0
Andhra Pradesh,Guntur West,SK. MOULALI,Independent,25,174645,0.0001,35,0
Andhra Pradesh,Guntur East,MOHAMMED MUSTAFA SHAIK,Yuvajana Sramika Rythu Congress Party,77047,161522,0.477,1,1
Andhra Pradesh,Guntur East,MOHAMMED NASEER,Telugu Desam,54956,161522,0.3402,2,0
Andhra Pradesh,Guntur East,ZIA UR RAHMAN SHAIK,Janasena Party,21508,161522,0.1332,3,0
Andhra Pradesh,Guntur East,NERELLA V.S. SURESH,Bharatiya Janata Party,2814,161522,0.0174,4,0
Andhra Pradesh,Guntur East,JAGAN MOHAN REDDY MADDIREDDY,Indian National Congress,2466,161522,0.0153,5,0
Andhra Pradesh,Guntur East,NOTA,None of the Above,712,161522,0.0044,6,0
Andhra Pradesh,Guntur East,CHENNUPALLI RAM BHARATH,Independent,314,161522,0.0019,7,0
Andhra Pradesh,Guntur East,KAJA VENKATA RAGHAVENDRA SANJEEVA RAO,Pyramid Party of India,199,161522,0.0012,8,0
Andhra Pradesh,Guntur East,A.V.S. CHARI,Independent,192,161522,0.0012,9,0
Andhra Pradesh,Guntur East,NARENDRA YEPURI,Independent,138,161522,0.0009,10,0
Andhra Pradesh,Guntur East,POTHURI HIMABINDU,Independent,106,161522,0.0007,11,0
Andhra Pradesh,Guntur East,TULASI PRAVEEN KUMAR,Nava Samaj Party,92,161522,0.0006,12,0
Andhra Pradesh,Guntur East,MOHAMMAD RIYAZ BASHA,Indian Union Muslim League,91,161522,0.0006,13,0
Andhra Pradesh,Guntur East,PILLI CHENNAKESAVULU,Communist Party of India (Marxist-Leninist) Red Star,84,161522,0.0005,14,0
Andhra Pradesh,Guntur East,GRANDHI PARDHASARADHI,Independent,80,161522,0.0005,15,0
Andhra Pradesh,Guntur East,DURREY SHAHAWAR SHAIK,Independent,83,161522,0.0005,16,0
Andhra Pradesh,Guntur East,SHAIK MOHAMMAD ARIF HUSSAIN KHADARI,Independent,79,161522,0.0005,17,0
Andhra Pradesh,Guntur East,SHAIK YASEEN,Independent,79,161522,0.0005,18,0
Andhra Pradesh,Guntur East,RAYAPUDI JEEVAN PERCIS,Indian Labour Party (Ambedkar Phule),64,161522,0.0004,19,0
Andhra Pradesh,Guntur East,RUBENU SAGGELA,Independent,64,161522,0.0004,20,0
Andhra Pradesh,Guntur East,SYED SAIDA,Navarang Congress Party,54,161522,0.0003,21,0
Andhra Pradesh,Guntur East,KROSURI RAMU,Independent,42,161522,0.0003,22,0
Andhra Pradesh,Guntur East,SHAIK KHAJAVALI,Independent,52,161522,0.0003,23,0
Andhra Pradesh,Guntur East,HAROON RASHEED SHAIK,Independent,56,161522,0.0003,24,0
Andhra Pradesh,Guntur East,VISHNUMOLAKALA VENKATESWARA RAO,Republican Party of India (A),40,161522,0.0002,25,0
Andhra Pradesh,Guntur East,SHAIK KHADAR BI,Navataram Party,35,161522,0.0002,26,0
Andhra Pradesh,Guntur East,MURUGUDU SURYA NARAYANA,Independent,37,161522,0.0002,27,0
Andhra Pradesh,Guntur East,SYED NAZEER,Independent,38,161522,0.0002,28,0
Andhra Pradesh,Chilakaluripet,RAJINI VIDADALA,Yuvajana Sramika Rythu Congress Party,94430,188115,0.502,1,1
Andhra Pradesh,Chilakaluripet,PRATHIPATI PULLARAO,Telugu Desam,86129,188115,0.4579,2,0
Andhra Pradesh,Chilakaluripet,NAGESWARA RAO GADE,Janasena Party,2958,188115,0.0157,3,0
Andhra Pradesh,Chilakaluripet,MADDULA RADHA KRISHNA,Indian National Congress,1473,188115,0.0078,4,0
Andhra Pradesh,Chilakaluripet,NOTA,None of the Above,897,188115,0.0048,5,0
Andhra Pradesh,Chilakaluripet,ANNAM SREENIVASARAO,Bharatiya Janata Party,406,188115,0.0022,6,0
Andhra Pradesh,Chilakaluripet,ABDUL MUNAPH SHEK,Aihra National Party,308,188115,0.0016,7,0
Andhra Pradesh,Chilakaluripet,VALERU ASHOK KUMAR,Independent,277,188115,0.0015,8,0
Andhra Pradesh,Chilakaluripet,NAGARAJU VARJABOYINA,Independent,244,188115,0.0013,9,0
Andhra Pradesh,Chilakaluripet,GUNJI VENKATESWARLU,Independent,179,188115,0.001,10,0
Andhra Pradesh,Chilakaluripet,VEERAIAH MANDA,Independent,156,188115,0.0008,11,0
Andhra Pradesh,Chilakaluripet,YEDUKONDALU JANGA,Independent,107,188115,0.0006,12,0
Andhra Pradesh,Chilakaluripet,SIVA RAMA KRISHNA THOTA,Independent,111,188115,0.0006,13,0
Andhra Pradesh,Chilakaluripet,BAHUJANKU RAJESH,Independent,109,188115,0.0006,14,0
Andhra Pradesh,Chilakaluripet,MEKAPOTHULA SANKAR KUMAR,Republican Party of India (A),87,188115,0.0005,15,0
Andhra Pradesh,Chilakaluripet,KATTA KIRAN KUMAR,Independent,67,188115,0.0004,16,0
Andhra Pradesh,Chilakaluripet,Rathnakumari Thanneeru,Pyramid Party of India,62,188115,0.0003,17,0
Andhra Pradesh,Chilakaluripet,THANUBODDI SUNDARA RAMIREDDY,Independent,57,188115,0.0003,18,0
Andhra Pradesh,Chilakaluripet,SUBRAMANYAM RAVU,Navataram Party,34,188115,0.0002,19,0
Andhra Pradesh,Chilakaluripet,KOCHERLA SRINIVASA RAO,Independent,24,188115,0.0001,20,0
Andhra Pradesh,Narasaraopet,GOPIREDDY SRINIVASAREDDY,Yuvajana Sramika Rythu Congress Party,100994,183129,0.5515,1,1
Andhra Pradesh,Narasaraopet,ARAVINDA BABU CHADALAVADA,Telugu Desam,68717,183129,0.3752,2,0
Andhra Pradesh,Narasaraopet,JILANI SYED.,Janasena Party,8746,183129,0.0478,3,0
Andhra Pradesh,Narasaraopet,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,1428,183129,0.0078,4,0
Andhra Pradesh,Narasaraopet,CHIRUMAMILLA RAMU,Bharatiya Janata Party,1198,183129,0.0065,5,0
Andhra Pradesh,Narasaraopet,NOTA,None of the Above,1019,183129,0.0056,6,0
Andhra Pradesh,Narasaraopet,B.V.H.L.S.N. MURTHY.,Independent,143,183129,0.0008,7,0
Andhra Pradesh,Narasaraopet,MATTA PRASAD,India Praja Bandhu Party,123,183129,0.0007,8,0
Andhra Pradesh,Narasaraopet,MOHAMMAD MANJUR SHAIK,Independent,127,183129,0.0007,9,0
Andhra Pradesh,Narasaraopet,SRINIVASARAO CHINDUKURI,Independent,136,183129,0.0007,10,0
Andhra Pradesh,Narasaraopet,KAPULAPALLI. SATYANARAYANA REDDY,Pyramid Party of India,118,183129,0.0006,11,0
Andhra Pradesh,Narasaraopet,GODA RAMESH KUMAR,Navataram Party,112,183129,0.0006,12,0
Andhra Pradesh,Narasaraopet,SK. MOULALI,Indian Union Muslim League,66,183129,0.0004,13,0
Andhra Pradesh,Narasaraopet,CHALLA SUBBARAO,Independent,65,183129,0.0004,14,0
Andhra Pradesh,Narasaraopet,BUDALA BABURAO,Independent,80,183129,0.0004,15,0
Andhra Pradesh,Narasaraopet,PULIMI VENKATA RAMI REDDY.,Independent,57,183129,0.0003,16,0
Andhra Pradesh,Sattenapalli,AMBATI RAMBABU,Yuvajana Sramika Rythu Congress Party,105063,203731,0.5157,1,1
Andhra Pradesh,Sattenapalli,KODELA SIVA PRASADA RAO,Telugu Desam,84187,203731,0.4132,2,0
Andhra Pradesh,Sattenapalli,YARRAM VENKATESWARA REDDY,Janasena Party,9279,203731,0.0455,3,0
Andhra Pradesh,Sattenapalli,CHUKKA. CHANDRAPAUL,Indian National Congress,1830,203731,0.009,4,0
Andhra Pradesh,Sattenapalli,NOTA,None of the Above,1244,203731,0.0061,5,0
Andhra Pradesh,Sattenapalli,KRISHNAM RAJU. MADDULA(RAJA YADAV),Bharatiya Janata Party,1016,203731,0.005,6,0
Andhra Pradesh,Sattenapalli,METTU VENKATESWARA REDDY,Independent,213,203731,0.001,7,0
Andhra Pradesh,Sattenapalli,MADHAVARAO PUTTI,All India Forward Bloc,180,203731,0.0009,8,0
Andhra Pradesh,Sattenapalli,RAM BABU GADDAM,Independent,170,203731,0.0008,9,0
Andhra Pradesh,Sattenapalli,SAHAIK DARIYAVALI,Independent,150,203731,0.0007,10,0
Andhra Pradesh,Sattenapalli,RANGISETTI NAGESWARA RAO,Pyramid Party of India,120,203731,0.0006,11,0
Andhra Pradesh,Sattenapalli,SHAIK SIRAJ AHAMED,Indian Union Muslim League,52,203731,0.0003,12,0
Andhra Pradesh,Sattenapalli,KUNDURU SAMBI REDDY,Navarang Congress Party,61,203731,0.0003,13,0
Andhra Pradesh,Sattenapalli,GARIKAPATI RAVI KUMAR (MRPS RAVIKUMAR),Independent,58,203731,0.0003,14,0
Andhra Pradesh,Sattenapalli,PILLUTLA KRISHNA MURTHY,Independent,60,203731,0.0003,15,0
Andhra Pradesh,Sattenapalli,MADALA SAGAR,Independent,48,203731,0.0002,16,0
Andhra Pradesh,Vinukonda,Bolla Brahma Naidu,Yuvajana Sramika Rythu Congress Party,120703,223677,0.5396,1,1
Andhra Pradesh,Vinukonda,Gonuguntla Venkata Seeta Ramnjaneyulu,Telugu Desam,92075,223677,0.4116,2,0
Andhra Pradesh,Vinukonda,Chenna SrinivasaRao,Janasena Party,4637,223677,0.0207,3,0
Andhra Pradesh,Vinukonda,NOTA,None of the Above,1942,223677,0.0087,4,0
Andhra Pradesh,Vinukonda,Vijay Kumar Atluri,Indian National Congress,1925,223677,0.0086,5,0
Andhra Pradesh,Vinukonda,Nalabothu Venkata Rao,Bharatiya Janata Party,931,223677,0.0042,6,0
Andhra Pradesh,Vinukonda,Manda VenkatRao,Independent,503,223677,0.0022,7,0
Andhra Pradesh,Vinukonda,Pasam Naga Malleswararao,Independent,241,223677,0.0011,8,0
Andhra Pradesh,Vinukonda,Gaddam Ramana,Pyramid Party of India,201,223677,0.0009,9,0
Andhra Pradesh,Vinukonda,Gangineni Brahmanaidu,Independent,169,223677,0.0008,10,0
Andhra Pradesh,Vinukonda,Janapati Parameswararao,Samajwadi Party,110,223677,0.0005,11,0
Andhra Pradesh,Vinukonda,Ustala China Kasaiah,Independent,110,223677,0.0005,12,0
Andhra Pradesh,Vinukonda,Medikonda Lakshmi KanthaRao,Navarang Congress Party,76,223677,0.0003,13,0
Andhra Pradesh,Vinukonda,Batchu Venkata Ravi Kumar,Navataram Party,54,223677,0.0002,14,0
Andhra Pradesh,Gurazala,KASU MAHESH REDDY,Yuvajana Sramika Rythu Congress Party,117204,225103,0.5207,1,1
Andhra Pradesh,Gurazala,YARAPATHINENI SRINIVASA RAO,Telugu Desam,88591,225103,0.3936,2,0
Andhra Pradesh,Gurazala,CHINTALAPUDI SRINIVASA RAO,Janasena Party,12503,225103,0.0555,3,0
Andhra Pradesh,Gurazala,NOTA,None of the Above,2062,225103,0.0092,4,0
Andhra Pradesh,Gurazala,TIYYAGURA. YALAMANDA REDDY,Indian National Congress,1468,225103,0.0065,5,0
Andhra Pradesh,Gurazala,PULLAIAH JINUGU,Bharatiya Janata Party,1096,225103,0.0049,6,0
Andhra Pradesh,Gurazala,ANNAPAREDDY SRINIVASA REDDY,Pyramid Party of India,487,225103,0.0022,7,0
Andhra Pradesh,Gurazala,SRINIVASARAO KOKKERA,Independent,463,225103,0.0021,8,0
Andhra Pradesh,Gurazala,KOTHA S.V.U.MAHESH,Independent,342,225103,0.0015,9,0
Andhra Pradesh,Gurazala,RAMANJANEYULU PARIMI.,National Nava Kranthi Party,249,225103,0.0011,10,0
Andhra Pradesh,Gurazala,CHIDELLA VENKATA RAVI BABU,Independent,171,225103,0.0008,11,0
Andhra Pradesh,Gurazala,POTLA NARASIMHARAO,Independent,185,225103,0.0008,12,0
Andhra Pradesh,Gurazala,SHAIK NASAR SAIDA,Indian Union Muslim League,96,225103,0.0004,13,0
Andhra Pradesh,Gurazala,SHAIK MAHABOOB SUBHANI,Navarang Congress Party,100,225103,0.0004,14,0
Andhra Pradesh,Gurazala,KUNDA EDUKONDALU,Independent,86,225103,0.0004,15,0
Andhra Pradesh,Macherla,RAMAKRISHNAREDDY PINNELLI.,Yuvajana Sramika Rythu Congress Party,110406,211900,0.521,1,1
Andhra Pradesh,Macherla,ANJI REDDY ANNAPUREDDY,Telugu Desam,88488,211900,0.4176,2,0
Andhra Pradesh,Macherla,MULLA SRINIVASA RAO,Janasena Party,5331,211900,0.0252,3,0
Andhra Pradesh,Macherla,YARAMALA RAMACHANDRAREDDY.,Indian National Congress,2501,211900,0.0118,4,0
Andhra Pradesh,Macherla,NOTA,None of the Above,1914,211900,0.009,5,0
Andhra Pradesh,Macherla,AMARA SAIDARAO KARNA,Bharatiya Janata Party,963,211900,0.0045,6,0
Andhra Pradesh,Macherla,GARINE RAJYALAKSHMI,Pyramid Party of India,641,211900,0.003,7,0
Andhra Pradesh,Macherla,MOGILI ADDAIAH,Independent,378,211900,0.0018,8,0
Andhra Pradesh,Macherla,BOYA SRINIVASAREDDY,Independent,312,211900,0.0015,9,0
Andhra Pradesh,Macherla,POKALA VENKATESWARLU.,Independent,233,211900,0.0011,10,0
Andhra Pradesh,Macherla,MADDIGAPU. VENKATARAMI REDDY,Independent,237,211900,0.0011,11,0
Andhra Pradesh,Macherla,ANNAPUREDDY ANJIREDDY,Independent,184,211900,0.0009,12,0
Andhra Pradesh,Macherla,PANGULURI ANJAIAH,Independent,188,211900,0.0009,13,0
Andhra Pradesh,Macherla,GOPALUNI SRINIVASA RAO,Independent,124,211900,0.0006,14,0
Andhra Pradesh,Yerragondapalem,Audimulapu Suresh,Yuvajana Sramika Rythu Congress Party,99408,176447,0.5634,1,1
Andhra Pradesh,Yerragondapalem,Budala Ajitha Rao,Telugu Desam,67776,176447,0.3841,2,0
Andhra Pradesh,Yerragondapalem,NOTA,None of the Above,2997,176447,0.017,3,0
Andhra Pradesh,Yerragondapalem,Gowtham Raj Pakanati,Janasena Party,2942,176447,0.0167,4,0
Andhra Pradesh,Yerragondapalem,Medabalimi Venkateswara Rao,Indian National Congress,1066,176447,0.006,5,0
Andhra Pradesh,Yerragondapalem,Angalakurthi Chennaiah,Bharatiya Janata Party,750,176447,0.0043,6,0
Andhra Pradesh,Yerragondapalem,Banka Raju,Independent,669,176447,0.0038,7,0
Andhra Pradesh,Yerragondapalem,Prasada Rao Racheti,Independent,325,176447,0.0018,8,0
Andhra Pradesh,Yerragondapalem,Gottimukkala Sujatha,Navataram Party,165,176447,0.0009,9,0
Andhra Pradesh,Yerragondapalem,Nalluri Nagaiah,Independent,167,176447,0.0009,10,0
Andhra Pradesh,Yerragondapalem,Kola Srinivasulu,Independent,100,176447,0.0006,11,0
Andhra Pradesh,Yerragondapalem,Budala Aseervadam,Navodayam Party,82,176447,0.0005,12,0
Andhra Pradesh,Darsi,Maddisetty Venugopal,Yuvajana Sramika Rythu Congress Party,111914,195348,0.5729,1,1
Andhra Pradesh,Darsi,Kadiri Babu Rao,Telugu Desam,72857,195348,0.373,2,0
Andhra Pradesh,Darsi,Botuku Ramesh Babu,Janasena Party,3828,195348,0.0196,3,0
Andhra Pradesh,Darsi,NOTA,None of the Above,2498,195348,0.0128,4,0
Andhra Pradesh,Darsi,Putluri Konda reddy,Indian National Congress,2456,195348,0.0126,5,0
Andhra Pradesh,Darsi,Yeruva Lakshmi Narayana Reddy,Bharatiya Janata Party,627,195348,0.0032,6,0
Andhra Pradesh,Darsi,Paritala Suresh Rao,Independent,633,195348,0.0032,7,0
Andhra Pradesh,Darsi,Samudrala Naik J,India Praja Bandhu Party,396,195348,0.002,8,0
Andhra Pradesh,Darsi,Choppara Thirupathi Swamy,Yekikrutha Sankshema Rashtriya Praja Party,139,195348,0.0007,9,0
Andhra Pradesh,Parchur,YELURI SAMBA SIVARAO,Telugu Desam,97076,203155,0.4778,1,1
Andhra Pradesh,Parchur,DAGGUBATI VENKATESWARA RAO,Yuvajana Sramika Rythu Congress Party,95429,203155,0.4697,2,0
Andhra Pradesh,Parchur,PEDAPUDI VIJAY KUMAR,Bahujan Samaj Party,5649,203155,0.0278,3,0
Andhra Pradesh,Parchur,PONNAGANTI JANAKI RAMARAO,Indian National Congress,1363,203155,0.0067,4,0
Andhra Pradesh,Parchur,NOTA,None of the Above,1181,203155,0.0058,5,0
Andhra Pradesh,Parchur,SANAM SURESH,Independent,747,203155,0.0037,6,0
Andhra Pradesh,Parchur,CHERUKURI RAMAYOGESWARA RAO,Bharatiya Janata Party,706,203155,0.0035,7,0
Andhra Pradesh,Parchur,HITLER RETURI,Independent,211,203155,0.001,8,0
Andhra Pradesh,Parchur,DAGGUBATI VENKATESWARLU,Praja Shanthi Party,178,203155,0.0009,9,0
Andhra Pradesh,Parchur,TADAVARTHI SANTHI SWAROOP,Independent,136,203155,0.0007,10,0
Andhra Pradesh,Parchur,Duddu Rajeev,Independent,133,203155,0.0007,11,0
Andhra Pradesh,Parchur,TEKKEM ANANDABABU,Independent,92,203155,0.0005,12,0
Andhra Pradesh,Parchur,PRADEEP KUMAR ARVAPALLI,Pyramid Party of India,86,203155,0.0004,13,0
Andhra Pradesh,Parchur,BACHINA RAMBABU,Jateeya Sama Samajam Party,62,203155,0.0003,14,0
Andhra Pradesh,Parchur,YARLAGADDA SINGARAO,Mundadugu Praja Party,61,203155,0.0003,15,0
Andhra Pradesh,Parchur,KONDURI GOVINDU,Independent,45,203155,0.0002,16,0
Andhra Pradesh,Addanki,GOTTIPATI RAVIKUMAR,Telugu Desam,105545,207501,0.5086,1,1
Andhra Pradesh,Addanki,BACHINA CHENCHU GARATAIAH,Yuvajana Sramika Rythu Congress Party,92554,207501,0.446,2,0
Andhra Pradesh,Addanki,KANCHARLA SRIKRISHNA,Janasena Party,4375,207501,0.0211,3,0
Andhra Pradesh,Addanki,NANNURI SITHARAMANJANEYULU,Indian National Congress,2178,207501,0.0105,4,0
Andhra Pradesh,Addanki,NOTA,None of the Above,1567,207501,0.0076,5,0
Andhra Pradesh,Addanki,VUNDAVALLI KRISHNA RAO,Bharatiya Janata Party,551,207501,0.0027,6,0
Andhra Pradesh,Addanki,PARDHASARADHI. DASARI,Independent,209,207501,0.001,7,0
Andhra Pradesh,Addanki,BETALA RAGHAVENDRARAO,Independent,179,207501,0.0009,8,0
Andhra Pradesh,Addanki,PASUPULETI KOTISWAMY,Independent,142,207501,0.0007,9,0
Andhra Pradesh,Addanki,DUPATI YESOBU,Independent,115,207501,0.0006,10,0
Andhra Pradesh,Addanki,KONCHA SRINIVASA REDDY,Independent,86,207501,0.0004,11,0
Andhra Pradesh,Chirala,KARANAM BALARAMA KRISHNA MURTHY,Telugu Desam,83901,157511,0.5327,1,1
Andhra Pradesh,Chirala,AMANCHI KRISHNA MOHAN,Yuvajana Sramika Rythu Congress Party,66482,157511,0.4221,2,0
Andhra Pradesh,Chirala,KATTA RAJ VINAYA KUMAR,Bahujan Samaj Party,2470,157511,0.0157,3,0
Andhra Pradesh,Chirala,DEVARAPALLI RANGA RAO,Indian National Congress,1348,157511,0.0086,4,0
Andhra Pradesh,Chirala,NOTA,None of the Above,1348,157511,0.0086,5,0
Andhra Pradesh,Chirala,MUVVALA VENKATA RAMANA RAO,Bharatiya Janata Party,814,157511,0.0052,6,0
Andhra Pradesh,Chirala,SHAIK. MAHABOOB BASHA,Independent,257,157511,0.0016,7,0
Andhra Pradesh,Chirala,DANTAM VENKATA SUBBA RAO,Independent,194,157511,0.0012,8,0
Andhra Pradesh,Chirala,SURAGANI LAKSHMI,Independent,193,157511,0.0012,9,0
Andhra Pradesh,Chirala,SANTHARAM PINJALA,Independent,132,157511,0.0008,10,0
Andhra Pradesh,Chirala,KRISHNA MOHANA RAO.K.,Praja Shanthi Party,115,157511,0.0007,11,0
Andhra Pradesh,Chirala,KOLLA RATNA KUMARI,Pyramid Party of India,85,157511,0.0005,12,0
Andhra Pradesh,Chirala,KASANI RAMU,Independent,49,157511,0.0003,13,0
Andhra Pradesh,Chirala,GAJAVALLI SRINU,Independent,43,157511,0.0003,14,0
Andhra Pradesh,Chirala,CHAPPIDI PRIYATHAM,Independent,50,157511,0.0003,15,0
Andhra Pradesh,Chirala,KRISHNAIAH AMANCHI,Independent,30,157511,0.0002,16,0
Andhra Pradesh,Santhanuthalapadu,T.J.R. Sudhakar Babu,Yuvajana Sramika Rythu Congress Party,89160,180290,0.4945,1,1
Andhra Pradesh,Santhanuthalapadu,Vijay Kumar B.N,Telugu Desam,80082,180290,0.4442,2,0
Andhra Pradesh,Santhanuthalapadu,ANJAIAH JALA,Communist Party of India  (Marxist),5988,180290,0.0332,3,0
Andhra Pradesh,Santhanuthalapadu,VEMA SRINIVASA RAO,Indian National Congress,1896,180290,0.0105,4,0
Andhra Pradesh,Santhanuthalapadu,NOTA,None of the Above,1634,180290,0.0091,5,0
Andhra Pradesh,Santhanuthalapadu,NANNEPOGU SUBBARAO,Bharatiya Janata Party,471,180290,0.0026,6,0
Andhra Pradesh,Santhanuthalapadu,KORISAPATI VENKATARAO,Mundadugu Praja Party,252,180290,0.0014,7,0
Andhra Pradesh,Santhanuthalapadu,DASARI LAKSHMI NARAYANA,Independent,195,180290,0.0011,8,0
Andhra Pradesh,Santhanuthalapadu,MENDEM RAMBABU,Independent,181,180290,0.001,9,0
Andhra Pradesh,Santhanuthalapadu,SWARNA RAVINDRA BABU,Independent,182,180290,0.001,10,0
Andhra Pradesh,Santhanuthalapadu,JAGANNADAM KOTI LINGAM,Independent,118,180290,0.0007,11,0
Andhra Pradesh,Santhanuthalapadu,DASARI SUBBARAO,Yekikrutha Sankshema Rashtriya Praja Party,76,180290,0.0004,12,0
Andhra Pradesh,Santhanuthalapadu,USURUPATI ELIA,Independent,55,180290,0.0003,13,0
Andhra Pradesh,Ongole,BALINENI SRINIVASA REDDY (VASU),Yuvajana Sramika Rythu Congress Party,101022,193971,0.5208,1,1
Andhra Pradesh,Ongole,DAMACHARLA JANARDHANA RAO,Telugu Desam,78777,193971,0.4061,2,0
Andhra Pradesh,Ongole,SK. REYAZ,Janasena Party,10304,193971,0.0531,3,0
Andhra Pradesh,Ongole,NOTA,None of the Above,1333,193971,0.0069,4,0
Andhra Pradesh,Ongole,Eda Sudhakara Reddy,Indian National Congress,959,193971,0.0049,5,0
Andhra Pradesh,Ongole,Bodduluri Anjaneyulu,Bharatiya Janata Party,693,193971,0.0036,6,0
Andhra Pradesh,Ongole,BALINENI SRINIVAS,Praja Shanthi Party,400,193971,0.0021,7,0
Andhra Pradesh,Ongole,FIRDOUS SHAIK,Independent,175,193971,0.0009,8,0
Andhra Pradesh,Ongole,Peravali Chandrasekhar,Independent,96,193971,0.0005,9,0
Andhra Pradesh,Ongole,GANGADI MALYADRI,Independent,58,193971,0.0003,10,0
Andhra Pradesh,Ongole,Dasari Sundaram,Independent,51,193971,0.0003,11,0
Andhra Pradesh,Ongole,Dhenuvakonda Srinivasa Murthy,Independent,57,193971,0.0003,12,0
Andhra Pradesh,Ongole,KANKANALA GOPI,Independent,46,193971,0.0002,13,0
Andhra Pradesh,Kandukur,MAHEEDHAR REDDY MANUGUNTA,Yuvajana Sramika Rythu Congress Party,101275,195916,0.5169,1,1
Andhra Pradesh,Kandukur,POTHULA RAMA RAO,Telugu Desam,86339,195916,0.4407,2,0
Andhra Pradesh,Kandukur,PULI MALLIKARJUNA RAO,Janasena Party,2322,195916,0.0119,3,0
Andhra Pradesh,Kandukur,NOTA,None of the Above,962,195916,0.0049,4,0
Andhra Pradesh,Kandukur,CHILAKAPATI SUSHEELA,Indian National Congress,896,195916,0.0046,5,0
Andhra Pradesh,Kandukur,CHANDRAGIRI VENKATESWARA RAO,Bharatiya Janata Party,882,195916,0.0045,6,0
Andhra Pradesh,Kandukur,DANDE SRINIVASA MURTHY,Independent,511,195916,0.0026,7,0
Andhra Pradesh,Kandukur,PARRE THIRUPATI RAO,Republican Party of India (A),389,195916,0.002,8,0
Andhra Pradesh,Kandukur,JAMEER SHAIK,Independent,369,195916,0.0019,9,0
Andhra Pradesh,Kandukur,UNNAM RADHAMMA,Independent,354,195916,0.0018,10,0
Andhra Pradesh,Kandukur,SYED GOUSE MOHIDDIN,Independent,329,195916,0.0017,11,0
Andhra Pradesh,Kandukur,BEZAWADA SESHAIAH,Independent,289,195916,0.0015,12,0
Andhra Pradesh,Kandukur,JANARDHANA RAO PULLAGURA,Independent,175,195916,0.0009,13,0
Andhra Pradesh,Kandukur,PARNA SRIKANTH,Independent,147,195916,0.0008,14,0
Andhra Pradesh,Kandukur,GUDIPUDI NARASIMHA RAO,Independent,134,195916,0.0007,15,0
Andhra Pradesh,Kandukur,JAGANNADHAM SURESH,Independent,117,195916,0.0006,16,0
Andhra Pradesh,Kandukur,SRIDHAR LINGESWARA RAO KASUKURTHI,Praja Shanthi Party,104,195916,0.0005,17,0
Andhra Pradesh,Kandukur,ORUGANTI SIVA RAMAIAH,Independent,98,195916,0.0005,18,0
Andhra Pradesh,Kandukur,KOCHERLA MALYADRI,Independent,97,195916,0.0005,19,0
Andhra Pradesh,Kandukur,BALAKOTAIAH MENDA,Pyramid Party of India,78,195916,0.0004,20,0
Andhra Pradesh,Kandukur,G.KARTHIK,Independent,49,195916,0.0003,21,0
Andhra Pradesh,Kondapi,DOCTOR DOLA SREE BALA VEERANJANEYA SWAMY,Telugu Desam,98142,203376,0.4826,1,1
Andhra Pradesh,Kondapi,MADASI VENKAIAH,Yuvajana Sramika Rythu Congress Party,97118,203376,0.4775,2,0
Andhra Pradesh,Kondapi,KAKI PRASAD,Bahujan Samaj Party,2983,203376,0.0147,3,0
Andhra Pradesh,Kondapi,NOTA,None of the Above,2099,203376,0.0103,4,0
Andhra Pradesh,Kondapi,SRIPATHI PRAKASAM,Indian National Congress,1068,203376,0.0053,5,0
Andhra Pradesh,Kondapi,NALLAPU VIJAYA RAMARAJU,Independent,603,203376,0.003,6,0
Andhra Pradesh,Kondapi,KARATAPU RAJU,Bharatiya Janata Party,490,203376,0.0024,7,0
